cid,z_hd,z_hd_err,mu,mu_err_diag,is_calibrator
05D2he,0.60981,0.00167,42.6876,0.321483,0
04D3do,0.61071,0.01009,42.6686,0.184238,0
04D4an,0.61127,0.00167,42.9049,0.247686,0
1295305,0.61177,0.00518,42.701,0.16444,0
05D1ck,0.61577,0.00168,42.7085,0.347272,0
1308957,0.61875,0.00518,42.7164,0.388756,0
1335868,0.61941,0.00518,42.6948,0.2753,0
000202,0.61983,0.00168,42.7557,0.154862,0
04D3co,0.6207,0.01009,42.6988,0.268136,0
04D2an,0.62183,0.01009,42.5894,0.275623,0
03D4dh,0.62525,0.00141,42.6577,0.215148,0
04D4fx,0.62725,0.00169,42.585,0.244041,0
05D1cb,0.63077,0.00169,42.6632,0.202856,0
05D2ci,0.63183,0.00169,42.3111,0.32695,0
03D4at,0.63225,0.00169,42.8493,0.323662,0
1330642,0.63399,0.00145,42.5972,0.147609,0
04D1pu,0.63777,0.00169,42.5298,0.442879,0
1343871,0.63794,0.00145,42.8637,0.31082,0
05D4ag,0.63824,0.01009,42.6594,0.367516,0
1337325,0.63873,0.00518,42.7804,0.261646,0
1334879,0.63934,0.00518,42.79,0.171844,0
05D2ec,0.64185,0.0017,42.8476,0.256941,0
1308568,0.64311,0.00146,42.3609,0.407842,0
04D3cy,0.64371,0.0017,42.7992,0.309841,0
05D3ax,0.64371,0.0017,42.8034,0.316528,0
05D3lb,0.6477,0.0017,42.819,0.288435,0
1338266,0.64852,0.00146,43.0397,0.272369,0
05D3kt,0.6487,0.0017,42.7335,0.310678,0
1334707,0.64962,0.00146,42.7805,0.149571,0
04D1sk,0.66213,0.00147,42.9793,0.279772,0
05D3hs,0.6647,0.00171,42.8698,0.233989,0
05D3mh,0.67072,0.0101,43.0677,0.274795,0
03D1co,0.67773,0.00172,43.2251,0.311797,0
05D2bt,0.6819,0.0101,42.8376,0.239367,0
06D3cc,0.68372,0.00172,43.1716,0.407734,0
04D4ic,0.68519,0.00172,43.0166,0.366173,0
05D1ke,0.68872,0.0101,42.8137,0.226508,0
1262715,0.68935,0.00519,42.8535,0.15677,0
1262214,0.68936,0.00519,43.0444,0.271991,0
06D3em,0.69072,0.0101,42.9143,0.425857,0
03D4cz,0.69318,0.00173,42.9162,0.318024,0
04D4ib,0.69718,0.00173,42.9692,0.212738,0
06D4ba,0.69818,0.0101,42.9671,0.342807,0
05D4bj,0.69918,0.00173,42.9402,0.338462,0
05D4cq,0.69918,0.00173,43.0691,0.215345,0
1335718,0.69932,0.0052,43.1107,0.155898,0
05D2ck,0.69992,0.00173,43.1147,0.29538,0
04D1si,0.7007,0.00174,42.917,0.223194,0
04D4hu,0.70117,0.00174,43.0968,0.261582,0
04D2iu,0.70192,0.0101,42.8962,0.462713,0
05D2le,0.70192,0.00174,43.0433,0.252753,0
05D3gv,0.71571,0.00175,42.9944,0.245932,0
05D3jh,0.71874,0.00175,42.8739,0.18843,0
1331993,0.71968,0.00152,43.1638,0.204549,0
04D1aj,0.71969,0.0101,42.97,0.342226,0
05D4ev,0.72015,0.00175,43.1612,0.243162,0
06D3gh,0.72074,0.00175,43.0459,0.305174,0
06D3do,0.72674,0.00175,43.0811,0.248363,0
06D3bz,0.72774,0.00175,43.008,0.257091,0
1304127,0.72866,0.0052,43.005,0.283498,0
06D4bw,0.73014,0.00176,42.9186,0.321961,0
1329166,0.73161,0.00153,43.1799,0.196424,0
04D1pp,0.73368,0.00176,42.9845,0.195902,0
04D2gp,0.73395,0.00176,43.22,0.388289,0
05D2fq,0.73495,0.00176,43.2537,0.224615,0
05D1eo,0.73568,0.00176,43.1807,0.25711,0
05D2ct,0.73596,0.00176,43.1675,0.425639,0
05D3jk,0.73675,0.00176,42.992,0.21489,0
04D2ja,0.74196,0.00176,43.4813,0.32514,0
04D3fq,0.74276,0.00176,43.0825,0.327179,0
05D3jb,0.74573,0.00177,43.1675,0.195179,0
04D2kr,0.74607,0.00154,42.9817,0.25474,0
04D4im,0.74911,0.00177,42.9396,0.262488,0
1285160,0.7493,0.00521,43.1772,0.163225,0
04D3ks,0.75074,0.01011,42.9012,0.318716,0
05D2nt,0.75899,0.00178,43.2469,0.233153,0
05D3mn,0.76076,0.00178,43.0667,0.201161,0
05D4cn,0.7611,0.00178,43.1767,0.236628,0
05D1if,0.76165,0.00178,43.131,0.239872,0
04D1qd,0.76566,0.00178,43.2369,0.225434,0
04D1de,0.76666,0.00178,43.4224,0.250162,0
05D3hh,0.76674,0.00178,43.3623,0.27025,0
04D4id,0.76709,0.00178,43.5587,0.25715,0
04D1pc,0.76865,0.00178,43.2929,0.311675,0
1329196,0.76932,0.00521,43.2168,0.162741,0
05D4bi,0.77309,0.00178,43.3568,0.295081,0
1325358,0.77929,0.00522,43.0395,0.311092,0
05D4cs,0.78807,0.01011,43.3042,0.232049,0
03D4fd,0.78907,0.0018,43.3837,0.271177,0
1309749,0.78928,0.00522,43.1995,0.165559,0
04D1ks,0.79662,0.01011,42.9026,0.372096,0
03D1fq,0.79863,0.01011,43.4338,0.288144,0
Elvis,0.83981,0.00523,43.36,0.211845,0
Spock,0.83981,0.00161,43.2012,0.390423,0
Manipogo,0.85482,0.00163,43.6168,0.299913,0
Vilas,0.93585,0.00525,43.5331,0.239939,0
Ombo,0.97423,0.00172,44.1111,0.201519,0
SCP05D0,1.01242,0.00175,44.1177,0.367085,0
Eagle,1.01988,0.00176,44.2757,0.225903,0
Ferguson,1.02088,0.00528,43.9706,0.47547,0
Strolger,1.02789,0.00176,44.5364,0.353385,0
SCP06U4,1.04817,0.00178,44.4229,0.488758,0
Gabi,1.12092,0.0053,44.4405,0.22363,0
SCP06H5,1.23225,0.00193,44.3207,0.610496,0
Lancaster,1.23597,0.00193,44.905,0.273735,0
Aphrodite,1.29911,0.00535,44.8641,0.275291,0
Thoth,1.3041,0.00199,44.7206,0.316517,0
Inanna,1.30611,0.00199,45.0197,0.445162,0
SCP05D6,1.31317,0.00199,44.7867,0.316349,0
washington,1.3291,0.02009,44.8745,0.238344,0
Borg,1.34101,0.00537,44.7541,0.306395,0
SCP06G4,1.35136,0.00202,44.5492,0.31846,0
Mcguire,1.35608,0.00203,44.8094,0.238282,0
Sasquatch,1.39103,0.00538,44.7944,0.374345,0
SCP06K0,1.41633,0.00208,44.4579,0.735776,0
carter,1.5429,0.04006,45.0902,0.371014,0
Primo,1.54901,0.00213,45.293,0.233771,0
rutledge,1.61505,0.00545,45.1595,0.333024,0
geta,1.69706,0.04006,45.2863,0.38048,0
stone,1.80119,0.02014,45.4865,0.281981,0
wilson,1.91165,0.00263,45.4233,0.358642,0
colfax,2.26137,0.02018,46.1828,0.281309,0
